App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,vader
Airway Ex - Intubate. Anesthetize. Train.,MEDICAL,4.30,123,123000000,10000,Free,0,Everyone,Medical,0.220941901
BELONG Beating Cancer Together,MEDICAL,4.70,623,623000000,50000,Free,0,Teen,Medical,0.350582873
ConnectLine,MEDICAL,3.10,253,253000000,50000,Free,0,Everyone,Medical,0.138011629
Facebook,SOCIAL,4.10,78158306,25458349,1000000000,Free,0,Teen,Social,-0.007002902
Facebook Lite,SOCIAL,4.30,8606259,25458349,500000000,Free,0,Teen,Social,-0.000991088
All Social Networks,SOCIAL,4.20,22492,22492000000,1000000,Free,0,Everyone,Social,-0.106410242
Google+,SOCIAL,4.20,4831125,25458349,1000000000,Free,0,Teen,Social,0.368055556
"Hide Something - Photo, Video",SOCIAL,4.60,225103,225103000000,5000000,Free,0,Everyone,Social,0.240710235
Amino: Communities and Chats,SOCIAL,4.80,1259075,1259075000000,10000000,Free,0,Teen,Social,0.047589604
Facebook Local,SOCIAL,4.20,4751,25458349,1000000,Free,0,Teen,Social,0.133641698
HTC Social Plugin - Facebook,SOCIAL,3.60,13223,13223000000,10000000,Free,0,Mature 17,Social,-0.051704965
Family GPS tracker KidControl + GPS by SMS Locator,SOCIAL,4.50,57146,25458349,1000000,Free,0,Everyone,Social,0.211203097
Badoo - Free Chat & Dating App,SOCIAL,4.30,3781770,25458349,100000000,Free,0,Mature 17,Social,0.128489177
"Free phone calls, free texting SMS on free number",SOCIAL,4.50,412725,412725000000,10000000,Free,0,Everyone,Social,0.229604202
Blogger,SOCIAL,3.70,138026,138026000000,5000000,Free,0,Mature 17,Social,0.125125807
Bloglovin',SOCIAL,3.90,8936,25458349,500000,Free,0,Everyone,Social,0.133952509
Blogaway for Android (Blogger),SOCIAL,3.70,4253,4253000000,100000,Free,0,Teen,Social,0.197254489
Banjo,SOCIAL,4.20,58341,58341000000,1000000,Free,0,Everyone,Social,0.230850212
Frontback - Social Photos,SOCIAL,3.80,19446,25458349,1000000,Free,0,Mature 17,Social,0.207096486
Couple - Relationship App,SOCIAL,4.00,33249,33249000000,1000000,Free,0,Everyone,Social,0.304422962
"Dating App, Flirt & Chat : W-Match",SOCIAL,4.30,175722,25458349,10000000,Free,0,Mature 17,Social,0.301666667
Amazon for Tablets,SHOPPING,4.00,141613,141613000000,10000000,Free,0,Teen,Shopping,0.101136048
"AliExpress - Smarter Shopping, Better Living",SHOPPING,4.60,5916606,25458349,100000000,Free,0,Teen,Shopping,0.038380546
Amazon Shopping,SHOPPING,4.30,909226,909226000000,100000000,Free,0,Teen,Shopping,0.182022587
Flipp - Weekly Shopping,SHOPPING,4.60,85858,25458349,10000000,Free,0,Everyone,Shopping,0.323672078
GS SHOP,SHOPPING,3.80,44255,44255000000,10000000,Free,0,Everyone,Shopping,0.239181287
Family Dollar,SHOPPING,4.30,2588,2588000000,1000000,Free,0,Everyone,Shopping,0.248165881
11st,SHOPPING,3.80,48732,48732000000,10000000,Free,0,Everyone,Shopping,0.181294214
Flipkart Online Shopping App,SHOPPING,4.40,6012719,25458349,100000000,Free,0,Teen,Shopping,0.291526361
CheckPoints ðŸ† Rewards App,SHOPPING,4.10,23187,23187000000,1000000,Free,0,Everyone,Shopping,0.276380163
Extreme Coupon Finder,SHOPPING,4.10,11798,25458349,1000000,Free,0,Everyone,Shopping,0.071214215
Checkout 51: Grocery coupons,SHOPPING,4.10,52896,25458349,10000000,Free,0,Everyone,Shopping,0.130486146
Gyft - Mobile Gift Card Wallet,SHOPPING,4.10,9701,9701000000,500000,Free,0,Everyone,Shopping,-0.033643553
"Groupon - Shop Deals, Discounts & Coupons",SHOPPING,4.60,1370749,25458349,50000000,Free,0,Teen,Shopping,0.285940735
"Ebates: Cash Back, Coupons, Rewards & Savings",SHOPPING,4.50,37253,37253000000,1000000,Free,0,Everyone,Shopping,0.225387095
FidMe Loyalty Cards & Deals at Grocery Supermarket,SHOPPING,4.20,33758,25458349,1000000,Free,0,Everyone,Shopping,0.220267611
HauteLook,SHOPPING,4.10,7193,7193000000,500000,Free,0,Everyone,Shopping,0.172085137
Etsy: Handmade & Vintage Goods,SHOPPING,4.30,95520,95520000000,10000000,Free,0,Teen,Shopping,0.305483143
ASOS,SHOPPING,4.70,181798,181798000000,10000000,Free,0,Everyone,Shopping,0.316916637
Find&Save - Local Shopping,SHOPPING,4.00,4602,4602000000,500000,Free,0,Everyone,Shopping,0.090959877
Boxed Wholesale,SHOPPING,3.80,6380,25458349,1000000,Free,0,Everyone,Shopping,0.2870085
FreePrints â€“ Free Photos Delivered,PHOTOGRAPHY,4.80,109500,109500000000,1000000,Free,0,Everyone,Photography,0.446181108
Groovebook Photo Books & Gifts,PHOTOGRAPHY,4.00,21159,21159000000,500000,Free,0,Everyone,Photography,0.163921607
Google Photos,PHOTOGRAPHY,4.50,10858556,25458349,1000000000,Free,0,Everyone,Photography,0.147509586
HD Camera - Best Cam with filters & panorama,PHOTOGRAPHY,4.50,38953,38953000000,5000000,Free,0,Everyone,Photography,0.22337963
"Face Filter, Selfie Editor - Sweet Camera",PHOTOGRAPHY,4.70,142634,142634000000,10000000,Free,0,Everyone,Photography,0.194281046
Adobe Photoshop Express:Photo Editor Collage Maker,PHOTOGRAPHY,4.20,914804,25458349,50000000,Free,0,Everyone,Photography,0.185388498
HD Camera - Quick Snap Photo & Video,PHOTOGRAPHY,4.50,21841,21841000000,1000000,Free,0,Everyone,Photography,0.455686275
B612 - Beauty & Filter Camera,PHOTOGRAPHY,4.40,5282578,25458349,100000000,Free,0,Everyone,Photography,0.081782128
HD Camera,PHOTOGRAPHY,4.30,49680,49680000000,5000000,Free,0,Everyone,Photography,0
Garden Photo Frames - Garden Photo Editor,PHOTOGRAPHY,4.40,1864,1864000000,500000,Free,0,Everyone,Photography,0.333583333
BeautyPlus - Easy Photo Editor & Selfie Camera,PHOTOGRAPHY,4.40,3158047,3158047000000,100000000,Free,0,Everyone,Photography,0.3
DSLR Camera Hd Ultra Professional,PHOTOGRAPHY,4.20,4410,4410000000,1000000,Free,0,Everyone,Photography,0.076951754
"Candy selfie - photo editor, live filter camera",PHOTOGRAPHY,4.40,53421,53421000000,10000000,Free,0,Everyone,Photography,0.372797619
Blur Image Background Editor (Blur Photo Editor),PHOTOGRAPHY,4.40,62421,62421000000,5000000,Free,0,Everyone,Photography,0.233109946
Flickr,PHOTOGRAPHY,4.30,251951,251951000000,10000000,Free,0,Mature 17,Photography,0.177432491
"Cymera Camera- Photo Editor, Filter,Collage,Layout",PHOTOGRAPHY,4.40,2418135,25458349,100000000,Free,0,Everyone,Photography,0.419417735
"Candy Camera - selfie, beauty camera, photo editor",PHOTOGRAPHY,4.40,3368649,25458349,100000000,Free,0,Everyone,Photography,0.19527792
Blur Image Background,PHOTOGRAPHY,3.90,129272,129272000000,10000000,Free,0,Everyone,Photography,0.372717803
HD Camera Ultra,PHOTOGRAPHY,4.30,462152,462152000000,10000000,Free,0,Everyone,Photography,0.154698669
Cameringo Lite. Filters Camera,PHOTOGRAPHY,4.20,140917,140917000000,10000000,Free,0,Everyone,Photography,0.770269097
HD Camera Pro for Android,PHOTOGRAPHY,4.10,49211,49211000000,1000000,Free,0,Everyone,Photography,0.076838235
HD Camera for Android,PHOTOGRAPHY,4.10,351254,351254000000,10000000,Free,0,Everyone,Photography,0.376191406
GoPro (formerly Capture),PHOTOGRAPHY,4.00,157506,157506000000,10000000,Free,0,Everyone,Photography,-0.007790557
Beauty Makeup Snappy Collage Photo Editor - Lidow,PHOTOGRAPHY,4.50,420973,25458349,10000000,Free,0,Everyone,Photography,0.153214286
"High-Speed Camera (GIF,Burst)",PHOTOGRAPHY,4.10,78140,78140000000,5000000,Free,0,Everyone,Photography,0.34845679
EyeEm - Camera & Photo Filter,PHOTOGRAPHY,4.20,215343,215343000000,10000000,Free,0,Everyone,Photography,0.338065394
FilterGrid - Cam&Photo Editor,PHOTOGRAPHY,4.60,126337,126337000000,1000000,Free,0,Everyone,Photography,0.092639945
Color Touch Effects,PHOTOGRAPHY,3.80,167652,167652000000,10000000,Free,0,Everyone,Photography,0.115720421
Font Studio- Photo Texts Image,PHOTOGRAPHY,4.20,197295,197295000000,10000000,Free,0,Everyone,Photography,0.081459209
Add Text To Photo,PHOTOGRAPHY,4.10,21578,21578000000,1000000,Free,0,Everyone,Photography,0.229703247
Free Sports TV,SPORTS,4.30,1802,1802000000,100000,Free,0,Everyone,Sports,0.167318583
"FIFA - Tournaments, Soccer News & Live Scores",SPORTS,4.20,342909,342909000000,10000000,Free,0,Everyone,Sports,0.068258223
Football Live Scores,SPORTS,4.50,107724,107724000000,5000000,Free,0,Everyone,Sports,0.405025889
BeSoccer - Soccer Live Score,SPORTS,4.50,152780,25458349,10000000,Free,0,Everyone,Sports,0.356768478
"CBS Sports App - Scores, News, Stats & Watch Live",SPORTS,4.30,91031,25458349,5000000,Free,0,Everyone,Sports,0.163907086
BBC Sport,SPORTS,4.20,18678,25458349,1000000,Free,0,Everyone,Sports,0.166576553
All Football - Latest News & Videos,SPORTS,4.60,152867,152867000000,10000000,Free,0,Everyone,Sports,0.432063295
Eurosport,SPORTS,4.00,121003,25458349,10000000,Free,0,Everyone,Sports,0.049044557
"All Football GO- Live Score, Games",SPORTS,4.60,1981,1981000000,100000,Free,0,Everyone,Sports,0.526515152
Championat,SPORTS,4.30,36490,25458349,1000000,Free,0,Everyone,Sports,0.198448064
Goal Live Scores,SPORTS,4.40,232423,232423000000,5000000,Free,0,Everyone,Sports,0.176929058
"Hole19: Golf GPS App, Rangefinder & Scorecard",SPORTS,4.40,6106,25458349,100000,Free,0,Everyone,Sports,0.443638262
CBS Sports Fantasy,SPORTS,4.00,43611,43611000000,1000000,Free,0,Everyone,Sports,0.248502364
Golf Channel,SPORTS,4.10,19230,19230000000,1000000,Free,0,Everyone,Sports,-0.025728535
"GolfNow: Tee Time Deals at Golf Courses, Golf GPS",SPORTS,4.50,26102,25458349,1000000,Free,0,Everyone,Sports,0.16830029
Golf GPS by SwingxSwing,SPORTS,4.60,37167,25458349,1000000,Free,0,Everyone,Sports,0.204678551
Golfshot: Golf GPS + Tee Times,SPORTS,4.30,7543,7543000000,500000,Free,0,Everyone,Sports,0.344248864
Golf GPS Rangefinder: Golf Pad,SPORTS,4.60,13098,25458349,1000000,Free,0,Everyone,Sports,0.272632768
GolfLogix GPS + Putt Breaks,SPORTS,4.00,11085,11085000000,1000000,Free,0,Everyone,Sports,-0.07843205
Golfshot Plus: Golf GPS,SPORTS,4.10,3387,3387000000,50000,Paid,30,Everyone,Sports,0.38617937
FanDuel: Daily Fantasy Sports,SPORTS,4.60,29673,29673000000,1000000,Free,0,Mature 17,Sports,0.287083497
DraftKings - Daily Fantasy Sports,SPORTS,4.50,50017,50017000000,1000000,Free,0,Adults only 18,Sports,0.312333554
Fantasy Football Manager (FPL),SPORTS,4.40,63650,63650000000,1000000,Free,0,Everyone,Sports,0.299870979
Fantasy Football,SPORTS,3.50,50179,50179000000,1000000,Free,0,Everyone,Sports,0.062580633
"FOX Sports: Live Streaming, Scores & News",SPORTS,4.00,28895,28895000000,5000000,Free,0,Teen,Sports,0.3132563
850 Sports News Digest,SPORTS,4.60,539,25458349,10000,Free,0,Everyone,Sports,0.542859748
365Scores - Live Scores,SPORTS,4.60,666521,666521000000,10000000,Free,0,Everyone,Sports,0.438311688
Cricbuzz - Live Cricket Scores & News,SPORTS,4.50,838765,25458349,50000000,Free,0,Everyone,Sports,0.097012014
Fantasy Football & NFL News,SPORTS,4.50,2943,2943000000,100000,Free,0,Everyone,Sports,0.421241158
"Expedia Hotels, Flights & Car Rental Travel Deals",TRAVEL_AND_LOCAL,4.10,136626,136626000000,10000000,Free,0,Everyone,Travel & Local,0.092992156
Hopper - Watch & Book Flights,TRAVEL_AND_LOCAL,4.40,52029,25458349,5000000,Free,0,Everyone,Travel & Local,0.17804421
CityMaps2Go Plan Trips Travel Guide Offline Maps,TRAVEL_AND_LOCAL,4.30,64713,64713000000,1000000,Free,0,Everyone,Travel & Local,0.317095779
Hotels.com: Book Hotel Rooms & Find Vacation Deals,TRAVEL_AND_LOCAL,4.50,260121,25458349,10000000,Free,0,Everyone,Travel & Local,0.101622207
Booking.com Travel Deals,TRAVEL_AND_LOCAL,4.70,1830388,25458349,100000000,Free,0,Everyone,Travel & Local,0.014176835
Hostelworld: Hostels & Cheap Hotels Travel App,TRAVEL_AND_LOCAL,4.40,17878,17878000000,1000000,Free,0,Everyone,Travel & Local,0.253418478
Google Trips - Travel Planner,TRAVEL_AND_LOCAL,4.10,26871,25458349,5000000,Free,0,Everyone,Travel & Local,0.3
Airbnb,TRAVEL_AND_LOCAL,4.40,359403,25458349,10000000,Free,0,Everyone,Travel & Local,0.10800454
GPS Map Free,TRAVEL_AND_LOCAL,4.00,33782,33782000000,5000000,Free,0,Everyone,Travel & Local,0.7
Google Earth,TRAVEL_AND_LOCAL,4.30,2338655,25458349,100000000,Free,0,Everyone,Travel & Local,0.094902055
GasBuddy: Find Cheap Gas,TRAVEL_AND_LOCAL,4.60,751551,751551000000,10000000,Free,0,Mature 17,Travel & Local,0.272674288
"AT&T Navigator: Maps, Traffic",TRAVEL_AND_LOCAL,3.60,32862,32862000000,10000000,Free,0,Everyone,Travel & Local,0.071300965
Google Street View,TRAVEL_AND_LOCAL,4.20,2129689,25458349,1000000000,Free,0,Everyone,Travel & Local,-0.5
AirAsia,TRAVEL_AND_LOCAL,3.90,98585,98585000000,10000000,Free,0,Everyone,Travel & Local,-0.103606301
Goibibo - Flight Hotel Bus Car IRCTC Booking App,TRAVEL_AND_LOCAL,4.30,459851,25458349,10000000,Free,0,Everyone,Travel & Local,0.412730374
Allegiant,TRAVEL_AND_LOCAL,3.10,5572,5572000000,1000000,Free,0,Everyone,Travel & Local,0.233333333
Amtrak,TRAVEL_AND_LOCAL,3.70,16815,16815000000,1000000,Free,0,Everyone,Travel & Local,-0.028284246
Flight & Hotel Booking App - ixigo,TRAVEL_AND_LOCAL,4.40,45562,25458349,5000000,Free,0,Everyone,Travel & Local,0.341024531
Foursquare Swarm: Check In,TRAVEL_AND_LOCAL,3.90,421800,25458349,10000000,Free,0,Teen,Travel & Local,-0.062339839
Flightradar24 Flight Tracker,TRAVEL_AND_LOCAL,4.30,171889,25458349,10000000,Free,0,Everyone,Travel & Local,0.196624729
Fly Delta,TRAVEL_AND_LOCAL,3.70,27560,27560000000,5000000,Free,0,Everyone,Travel & Local,0.143252371
2GIS: directory & navigator,TRAVEL_AND_LOCAL,4.50,768833,25458349,50000000,Free,0,Everyone,Travel & Local,0.223129043
American Airlines,TRAVEL_AND_LOCAL,3.70,16980,25458349,5000000,Free,0,Everyone,Travel & Local,-0.075636144
Find Dining Restaurant Finder,TRAVEL_AND_LOCAL,4.10,427,427000000,100000,Free,0,Everyone,Travel & Local,0.33946793
Hipmunk Hotels & Flights,TRAVEL_AND_LOCAL,4.30,16734,16734000000,1000000,Free,0,Everyone,Travel & Local,0.546301587
CWT To Go,TRAVEL_AND_LOCAL,4.40,20313,20313000000,100000,Free,0,Everyone,Travel & Local,0.286751253
British Airways,TRAVEL_AND_LOCAL,4.20,25740,25740000000,1000000,Free,0,Everyone,Travel & Local,0.205106164
Cheap Flights & Hotels momondo,TRAVEL_AND_LOCAL,4.20,42546,42546000000,5000000,Free,0,Everyone,Travel & Local,0.183775576
"CheapTickets â€“ Hotels, Flights & Travel Deals",TRAVEL_AND_LOCAL,4.40,6925,25458349,1000000,Free,0,Everyone,Travel & Local,0.294198942
Flights,TRAVEL_AND_LOCAL,4.40,18039,18039000000,1000000,Free,0,Everyone,Travel & Local,0.140565164
Cheapflights â€“ Flight Search,TRAVEL_AND_LOCAL,4.40,47780,47780000000,5000000,Free,0,Everyone,Travel & Local,0.421912393
Choice Hotels,TRAVEL_AND_LOCAL,4.40,17915,25458349,1000000,Free,0,Everyone,Travel & Local,0.298789683
Couchsurfing Travel App,TRAVEL_AND_LOCAL,4.40,61776,25458349,1000000,Free,0,Teen,Travel & Local,0.247289373
Hotwire Hotel & Car Rental App,TRAVEL_AND_LOCAL,4.30,10323,25458349,1000000,Free,0,Everyone,Travel & Local,0.187029446
HotelTonight: Book amazing deals at great hotels,TRAVEL_AND_LOCAL,4.40,57573,25458349,5000000,Free,0,Everyone,Travel & Local,0.328908058
Hotels Combined - Cheap deals,TRAVEL_AND_LOCAL,4.10,17202,17202000000,5000000,Free,0,Everyone,Travel & Local,0.160785384
Agoda â€“ Hotel Booking Deals,TRAVEL_AND_LOCAL,4.60,263525,25458349,10000000,Free,0,Everyone,Travel & Local,0.479530612
Ascape VR: 360Â° Virtual Travel,TRAVEL_AND_LOCAL,4.10,890,890000000,100000,Free,0,Everyone,Travel & Local;Action & Adventure,0.150964506
Cheap hotel deals and discounts â€” Hotellook,TRAVEL_AND_LOCAL,4.50,7153,25458349,1000000,Free,0,Everyone,Travel & Local,0.256417379
GPS Status & Toolbox,TRAVEL_AND_LOCAL,4.50,149723,149723000000,10000000,Free,0,Everyone,Travel & Local,0.398073696
Airport + Flight Tracker Radar,TRAVEL_AND_LOCAL,4.20,6762,6762000000,1000000,Free,0,Everyone,Travel & Local,0.089284812
DreamTrips,TRAVEL_AND_LOCAL,4.70,9971,9971000000,500000,Free,0,Teen,Travel & Local,0.371276778
Google,TOOLS,4.40,8033493,25458349,1000000000,Free,0,Everyone,Tools,0.260359469
Google Translate,TOOLS,4.40,5745093,25458349,500000000,Free,0,Everyone,Tools,0.214166667
Cache Cleaner-DU Speed Booster (booster & cleaner),TOOLS,4.50,12759663,12759663000000,100000000,Free,0,Everyone,Tools,0.278521097
Device Help,TOOLS,4.20,28860,25458349,100000000,Free,0,Everyone,Tools,0.096395738
Account Manager,TOOLS,4.10,76604,25458349,100000000,Free,0,Everyone,Tools,-0.087635203
File Manager,TOOLS,4.60,739329,25458349,50000000,Free,0,Everyone,Tools,0.061832817
"Calculator - free calculator, multi calculator app",TOOLS,4.60,25592,25592000000,10000000,Free,0,Everyone,Tools,-0.0375
ASUS Sound Recorder,TOOLS,4.50,34126,25458349,10000000,Free,0,Everyone,Tools,0.516770833
Files Go by Google: Free up space on your phone,TOOLS,4.60,315585,315585000000,10000000,Free,0,Everyone,Tools,0.130682331
File Manager -- Take Command of Your Files Easily,TOOLS,4.20,127223,127223000000,10000000,Free,0,Everyone,Tools,0.214646465
HTC Lock Screen,TOOLS,4.10,28250,25458349,10000000,Free,0,Everyone,Tools,0.031488188
Gboard - the Google Keyboard,TOOLS,4.20,1859115,25458349,500000000,Free,0,Everyone,Tools,0.064586516
AT&T Smart Wi-Fi,TOOLS,3.90,18513,18513000000,10000000,Free,0,Everyone,Tools,0.189548701
HTC Sense Input,TOOLS,3.40,17030,25458349,10000000,Free,0,Everyone,Tools,0.024668155
App vault,TOOLS,3.40,25094,25458349,10000000,Free,0,Everyone,Tools,-0.043535058
DuraSpeed,TOOLS,3.80,5431,5431000000,10000000,Free,0,Everyone,Tools,-0.034044012
HTC Sense Input-AR,TOOLS,3.80,1420,1420000000,100000,Free,0,Everyone,Tools,0.287596354
Digital Alarm Clock,TOOLS,4.20,118439,118439000000,10000000,Free,0,Everyone,Tools,0.341073291
Alarm Clock Free,TOOLS,4.00,59973,59973000000,10000000,Free,0,Everyone,Tools,0.155761775
Alarm Clock,TOOLS,4.30,114788,25458349,5000000,Free,0,Everyone,Tools,0.174667283
High-Powered Flashlight,TOOLS,4.50,429580,25458349,10000000,Free,0,Everyone,Tools,0.338957298
Flashlight & LED Torch,TOOLS,4.30,111507,25458349,10000000,Free,0,Everyone,Tools,0.249733333
Color Flashlight,TOOLS,4.20,472904,25458349,50000000,Free,0,Everyone,Tools,0.175833333
Flashlight,TOOLS,4.70,115409,25458349,10000000,Free,0,Everyone,Tools,0.405400085
"CM Flashlight (Compass, SOS)",TOOLS,4.40,166367,166367000000,5000000,Free,0,Everyone,Tools,0.55625
Flashlight HD LED,TOOLS,4.30,618918,25458349,50000000,Free,0,Everyone,Tools,0.452203998
Flashlight - Torch LED Light,TOOLS,4.40,192661,192661000000,10000000,Free,0,Everyone,Tools,0.404525132
Brightest LED Flashlight,TOOLS,4.50,60571,25458349,5000000,Free,0,Everyone,Tools,0.374198909
Brightest Flashlight Free Â®,TOOLS,4.70,1335799,1335799000000,50000000,Free,0,Everyone,Tools,0.492571429
Fraction Calculator Plus Free,TOOLS,4.50,148506,148506000000,5000000,Free,0,Everyone,Tools,0.372640925
Calculator Plus Free,TOOLS,4.60,679912,25458349,10000000,Free,0,Everyone,Tools,0.166666667
CALCUâ„¢ Stylish Calculator Free,TOOLS,4.70,152692,152692000000,5000000,Free,0,Everyone,Tools,0.352598162
Calculator with Percent (Free),TOOLS,4.80,48211,48211000000,1000000,Free,0,Everyone,Tools,0.031972789
Graphing Calculator,TOOLS,3.90,12388,12388000000,1000000,Free,0,Everyone,Tools,0.245829817
ConvertPad - Unit Converter,TOOLS,4.40,90831,90831000000,10000000,Free,0,Everyone,Tools,0.223449729
Age Calculator,TOOLS,4.40,24265,24265000000,1000000,Free,0,Everyone,Tools,0.131383027
EzCalculator,TOOLS,4.10,1657,1657000000,100000,Free,0,Everyone,Tools,0.377769969
Hideman VPN,TOOLS,4.10,88675,88675000000,5000000,Free,0,Everyone,Tools,0.121646961
Fast Secure VPN,TOOLS,4.30,56848,56848000000,1000000,Free,0,Everyone,Tools,0.179100113
Free & Premium VPN - FinchVPN,TOOLS,4.20,19096,19096000000,1000000,Free,0,Everyone,Tools,0.217668851
Hotspot Shield Free VPN Proxy & Wi-Fi Security,TOOLS,4.20,1116393,1116393000000,50000000,Free,0,Everyone,Tools,0.251764706
FREEDOME VPN Unlimited anonymous Wifi Security,TOOLS,4.30,39833,39833000000,1000000,Free,0,Everyone,Tools,0.313636364
"GO Keyboard - Cute Emojis, Themes and GIFs",TOOLS,4.50,4594198,25458349,100000000,Free,0,Everyone,Tools,0.223900862
Google Handwriting Input,TOOLS,4.30,94427,25458349,10000000,Free,0,Everyone,Tools,0.254108187
CM Locker - Security Lockscreen,TOOLS,4.60,3090727,25458349,100000000,Free,0,Everyone,Tools,0.240054523
AppLock - Fingerprint,TOOLS,4.40,745245,745245000000,10000000,Free,0,Everyone,Tools,0.209939514
Applock,TOOLS,4.40,4934130,25458349,100000000,Free,0,Everyone,Tools,0.01623335
3D Live Neon Weed Launcher,PERSONALIZATION,4.50,1724,1724000000,100000,Free,0,Mature 17,Personalization,0.568181818
Evie Launcher,PERSONALIZATION,4.70,139258,25458349,5000000,Free,0,Everyone,Personalization,0.277928232
Golden Launcher,PERSONALIZATION,4.40,32794,32794000000,5000000,Free,0,Everyone,Personalization,0.507079346
"CM Launcher 3D - Theme, Wallpapers, Efficient",PERSONALIZATION,4.60,6702776,6702776000000,100000000,Free,0,Teen,Personalization,0.282478956
4K Wallpapers and Ultra HD Backgrounds,PERSONALIZATION,4.60,7583,7583000000,500000,Free,0,Everyone 10,Personalization,0.179328002
Birds Sounds Ringtones & Wallpapers,PERSONALIZATION,4.60,5073,5073000000,1000000,Free,0,Everyone 10,Personalization,0.341557018
Funny Alarm Clock Ringtones,PERSONALIZATION,4.50,15633,15633000000,1000000,Free,0,Everyone,Personalization,0.10838064
Diamond Zipper Lock Screen,PERSONALIZATION,4.30,71688,71688000000,10000000,Free,0,Everyone,Personalization,0.159730392
Backgrounds (HD Wallpapers),PERSONALIZATION,4.70,202474,202474000000,10000000,Free,0,Teen,Personalization,0.264431758
"APUS Launcher - Theme, Wallpaper, Hide Apps",PERSONALIZATION,4.50,5783441,5783441000000,100000000,Free,0,Everyone,Personalization,0.447473118
Apex Launcher,PERSONALIZATION,4.30,266401,25458349,10000000,Free,0,Everyone,Personalization,0.106132749
Goku Wallpaper Art,PERSONALIZATION,4.70,6342,6342000000,1000000,Free,0,Everyone,Personalization,0.464319728
Door Lock Screen,PERSONALIZATION,4.30,5413,5413000000,1000000,Free,0,Everyone,Personalization,0.516621642
ASUS Cover for ZenFone 2,PERSONALIZATION,4.40,43960,43960000000,10000000,Free,0,Everyone,Personalization,0.076388889
Colorful Glitter Neon Butterfly Keyboard Theme,PERSONALIZATION,4.30,2056,2056000000,500000,Free,0,Everyone,Personalization,0.20640625
"FUN Keyboard â€“ Emoji Keyboard, Sticker,Theme & GIF",PERSONALIZATION,4.70,12089,12089000000,500000,Free,0,Everyone,Personalization,0.25675
Freeme Launcherâ€”Stylish Theme,PERSONALIZATION,4.10,2828,2828000000,100000,Free,0,Everyone,Personalization,0.3185
Beautiful Widgets Pro,PERSONALIZATION,4.20,97890,97890000000,1000000,Paid,2,Everyone,Personalization,0.179418371
Beautiful Widgets Free,PERSONALIZATION,3.90,25037,25037000000,1000000,Free,0,Everyone,Personalization,0.013460701
HD Widgets,PERSONALIZATION,4.30,58617,58617000000,1000000,Paid,1,Everyone,Personalization,0.181817835
DashClock Widget,PERSONALIZATION,4.10,62301,62301000000,1000000,Free,0,Everyone,Personalization,0.033333333
Fancy Widgets,PERSONALIZATION,4.20,37237,37237000000,5000000,Free,0,Everyone,Personalization,0.214213515
Best Wallpapers QHD,PERSONALIZATION,4.40,294701,294701000000,10000000,Free,0,Teen,Personalization,0.472251446
Dog Licks Screen Wallpaper,PERSONALIZATION,4.30,63624,63624000000,5000000,Free,0,Everyone,Personalization,0.225250304
Flowers Live Wallpaper,PERSONALIZATION,4.10,118459,118459000000,10000000,Free,0,Everyone,Personalization,0.205179063
Galactic Core Free Wallpaper,PERSONALIZATION,4.10,69417,853000,10000000,Free,0,Everyone,Personalization,0.247567568
Asteroids 3D live wallpaper,PERSONALIZATION,4.10,157495,157495000000,10000000,Free,0,Everyone,Personalization,0.253524397
Backgrounds HD (Wallpapers),PERSONALIZATION,4.60,2390185,25458349,100000000,Free,0,Teen,Personalization,0.353875902
Butterfly Live Wallpaper,PERSONALIZATION,4.10,35771,35771000000,5000000,Free,0,Everyone,Personalization,0.390275974
Horses Live Wallpaper,PERSONALIZATION,4.20,28806,28806000000,1000000,Free,0,Everyone,Personalization,0.345458645
Buzz Launcher-Smart&Free Theme,PERSONALIZATION,4.40,251616,251616000000,10000000,Free,0,Everyone,Personalization,0.201344844
BIG Launcher,PERSONALIZATION,4.30,881,881000000,10000,Paid,10,Everyone,Personalization,0.184986503
"GO Keyboard - Emoticon keyboard, Free Theme, GIF",PERSONALIZATION,4.40,2591941,25458349,100000000,Free,0,Everyone,Personalization,0.307440422
2018Emoji Keyboard ðŸ˜‚ Emoticons Lite -sticker&gif,PERSONALIZATION,4.20,115773,25458349,10000000,Free,0,Everyone,Personalization,0.449565972
"All-In-One Toolbox: Cleaner, Booster, App Manager",PRODUCTIVITY,4.70,536926,25458349,10000000,Free,0,Everyone,Productivity,0.267335093
Adobe Acrobat Reader,PRODUCTIVITY,4.30,3016297,25458349,100000000,Free,0,Everyone,Productivity,0.155061663
"AVG Cleaner â€“ Speed, Battery & Memory Booster",PRODUCTIVITY,4.40,1188154,1188154000000,10000000,Free,0,Everyone,Productivity,0.273663719
Chrome Beta,PRODUCTIVITY,4.40,228794,25458349,10000000,Free,0,Everyone,Productivity,0.231625172
Google PDF Viewer,PRODUCTIVITY,4.20,226456,25458349,10000000,Free,0,Everyone,Productivity,0.100410421
Calculator - unit converter,PRODUCTIVITY,4.70,287250,25458349,50000000,Free,0,Everyone,Productivity,0.183333333
Google Keep,PRODUCTIVITY,4.40,691474,25458349,100000000,Free,0,Everyone,Productivity,0.10001687
Archos File Manager,PRODUCTIVITY,4.00,2131,2131000000,5000000,Free,0,Everyone,Productivity,0.115295815
ASUS SuperNote,PRODUCTIVITY,4.50,26559,25458349,10000000,Free,0,Everyone,Productivity,0.192791424
